age,country_region,device_type,education_background,course_level,course_category,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
25.0,2,1,1,2,4,24.0,11.0,20.3,10.0,10.0,4.0,1.0,72.7,0.517,0.0,55.6
31.0,1,2,2,1,2,25.0,26.0,9.3,49.0,10.0,2.0,0.0,77.1,0.843,1.0,64.6
25.0,1,1,2,2,0,14.0,25.0,21.8,45.0,5.0,6.0,2.0,73.4,0.941,1.0,88.1
24.0,2,1,2,2,1,34.0,25.0,26.0,42.0,3.0,3.0,3.5,54.6,0.742,0.0,76.7
26.0,2,1,3,1,1,31.0,25.0,17.9,29.0,6.0,6.0,1.0,75.0,0.986,0.0,86.7
27.0,2,2,2,2,4,50.0,16.0,9.3,13.0,8.0,3.0,1.0,58.9,0.672,0.0,65.4
31.0,2,0,2,2,2,10.0,14.0,4.3,33.0,5.0,3.0,1.0,79.2,0.912,0.0,78.6
27.0,2,1,2,1,4,29.0,10.0,6.9,10.0,7.0,3.0,3.5,82.8,0.731,1.0,86.3
29.0,0,1,2,1,1,34.0,18.0,20.3,21.0,6.0,7.0,1.0,76.1,0.858,0.0,77.9
21.0,3,2,1,1,0,22.0,12.0,6.3,12.0,4.0,6.0,1.0,61.9,0.849,0.0,75.2
25.0,2,1,2,2,1,29.0,28.0,43.0625,51.0,6.0,3.0,3.5,65.5,0.765,1.0,90.6
25.0,1,0,2,2,0,30.0,35.0,35.7,68.0,9.0,9.0,1.0,75.1,1.0,1.0,100.0
17.0,2,0,2,2,4,48.0,10.0,12.6,22.0,4.0,4.0,2.0,64.0,0.715,0.0,65.1
28.0,3,1,2,1,1,15.0,24.0,17.2,26.0,6.0,5.0,3.0,69.8,0.786,0.0,76.6
35.0,2,0,3,1,1,12.0,15.0,21.9,32.0,6.0,4.0,3.5,65.7,0.823,0.0,72.9
21.0,0,1,2,0,3,12.0,22.0,10.6,15.0,8.0,1.0,2.0,60.9,0.868,0.0,60.1
24.0,1,0,2,0,2,32.0,23.0,24.7,35.0,8.0,4.0,1.0,88.9,1.0,0.0,89.6
19.0,3,1,2,2,4,26.0,29.0,13.3,52.0,13.0,3.0,0.0,55.6,0.798,0.0,49.2
24.0,3,1,2,2,0,17.0,12.0,21.8,18.0,7.0,5.0,3.0,60.6,0.903,0.0,63.8
23.0,1,1,2,2,2,18.0,19.0,16.1,26.0,12.0,5.0,3.0,63.1,0.809,0.0,68.0
32.0,3,0,3,2,1,36.0,43.0,18.9,68.0,6.0,3.0,2.0,61.9,0.652,0.0,73.3
23.0,1,0,0,2,1,23.0,12.0,7.7,10.0,8.0,4.0,1.0,48.4,1.0,0.0,69.2
18.0,3,1,2,0,3,15.0,11.0,15.0,14.0,6.0,0.0,0.0,63.7,0.889,0.0,58.9
21.0,4,1,3,2,3,16.0,24.0,37.5,51.0,4.0,5.0,3.0,48.9,0.884,1.0,87.9
28.0,3,2,3,1,2,37.0,19.0,22.0,23.0,12.0,5.0,3.0,78.7,0.79,1.0,90.6
29.0,1,1,2,2,4,10.0,17.0,10.2,25.0,6.0,2.0,0.0,77.2,0.794,0.0,67.1
16.0,3,0,3,1,4,30.0,20.0,43.0625,32.0,3.0,6.0,2.0,57.0,0.825,1.0,93.8
19.0,3,1,2,0,1,40.0,30.0,7.9,35.0,15.0,1.0,1.0,69.1,0.96,0.0,57.2
17.0,2,0,2,0,3,20.0,33.0,43.0625,54.0,5.0,7.0,0.0,72.6,0.5135000000000001,0.0,60.5
40.0,1,2,2,2,2,29.0,36.0,29.0,38.0,4.0,2.0,1.0,38.5,0.97,0.0,67.9
16.0,2,2,3,0,0,19.0,9.0,18.3,13.0,9.0,3.0,1.0,61.1,0.726,0.0,54.5
27.0,1,1,0,2,1,5.0,25.0,24.4,43.0,8.0,3.0,0.0,51.3,0.918,0.0,65.1
25.0,2,0,1,1,3,9.0,17.0,6.3,27.0,15.0,2.0,2.0,67.2,0.954,0.0,63.0
27.0,1,1,1,2,1,16.0,13.0,8.1,2.0,6.0,5.0,1.0,56.4,0.682,0.0,65.4
16.0,4,2,1,0,0,48.0,11.0,5.6,13.0,9.0,4.0,1.0,68.2,0.869,0.0,64.7
19.0,2,0,2,1,1,13.0,15.0,19.7,18.0,10.0,4.0,1.0,54.6,0.752,0.0,61.4
27.0,3,0,1,2,2,12.0,15.0,17.8,25.0,9.0,2.0,1.0,73.8,0.864,1.0,69.9
18.0,2,1,0,1,2,23.0,34.0,5.1,41.0,4.0,3.0,1.0,60.9,1.0,0.0,62.8
33.0,2,1,0,2,1,41.0,28.0,15.6,42.0,8.0,3.0,3.0,85.7,0.763,0.0,71.4
24.0,3,1,0,2,4,8.0,16.0,8.5,27.0,3.0,7.0,2.0,67.6,0.903,0.0,76.9
29.0,1,1,2,1,1,29.0,31.0,43.0625,28.0,9.0,6.0,3.5,75.4,0.887,1.0,100.0
24.0,2,1,3,0,2,4.0,10.0,9.4,5.0,4.0,5.0,1.0,66.8,0.944,0.0,86.9
16.0,1,1,2,1,3,52.0,17.0,13.9,33.0,13.0,2.0,1.0,76.1,0.865,0.0,80.6
32.0,2,1,1,2,1,37.0,27.0,6.5,37.0,5.0,3.0,2.0,62.5,0.904,0.0,61.9
21.0,2,0,3,1,1,50.0,11.0,18.5,7.0,5.0,4.0,3.5,66.9,0.842,0.0,67.4
24.0,1,0,2,0,1,32.0,17.0,13.6,25.0,5.0,1.0,1.0,63.4,0.765,0.0,81.7
18.0,0,1,2,2,2,44.0,23.0,26.0,17.0,9.0,4.0,1.0,43.9,0.855,0.0,59.3
32.0,1,1,0,2,1,15.0,15.0,9.6,27.0,6.0,8.0,3.0,37.2,0.744,0.0,64.2
35.0,1,1,2,1,0,3.0,13.0,18.3,15.0,11.0,3.0,2.0,71.1,0.826,0.0,73.0
18.0,3,0,2,1,1,48.0,8.0,14.3,18.0,7.0,1.0,2.0,62.2,0.649,0.0,47.4
28.0,3,1,0,1,2,15.0,42.0,19.8,68.0,5.0,4.0,0.0,85.8,1.0,1.0,96.6
26.0,0,1,2,2,1,2.0,11.0,3.5,10.0,12.0,4.0,1.0,73.7,0.879,0.0,68.5
19.0,2,1,2,2,4,12.0,12.0,9.1,18.0,7.0,4.0,2.0,54.7,0.958,1.0,85.8
29.0,2,1,0,2,0,43.0,11.0,17.7,17.0,7.0,4.0,0.0,98.8,0.843,1.0,92.4
25.0,2,1,3,0,1,46.0,22.0,12.4,41.0,9.0,1.0,2.0,68.7,0.891,1.0,69.0
16.0,2,0,3,1,0,30.0,20.0,27.2,27.0,6.0,6.0,1.0,85.7,0.747,1.0,100.0
21.0,1,0,1,1,3,24.0,7.0,6.8,12.0,4.0,4.0,2.0,47.0,0.7,0.0,67.1
23.0,1,0,0,0,1,33.0,12.0,12.1,23.0,4.0,3.0,1.0,77.8,0.978,0.0,71.8
30.0,0,0,2,0,1,50.0,37.0,12.8,16.0,7.0,5.0,2.0,66.9,0.996,0.0,70.0
22.0,3,1,2,1,3,25.0,18.0,5.8,26.0,6.0,3.0,0.0,54.9,0.825,1.0,60.9
26.0,0,2,3,0,0,21.0,6.0,15.4,4.0,8.0,6.0,1.0,81.8,0.632,0.0,68.9
16.0,2,1,2,2,3,25.0,29.0,4.0,68.0,6.0,6.0,1.0,74.9,1.0,1.0,84.0
22.0,3,0,0,2,4,5.0,19.0,19.8,41.0,5.0,4.0,3.0,77.0,0.852,1.0,92.2
27.0,1,1,3,1,1,16.0,28.0,34.4,36.0,6.0,3.0,2.0,70.4,0.844,1.0,95.2
22.0,1,1,0,1,1,2.0,10.0,3.3,7.0,5.0,7.0,3.0,69.3,0.731,0.0,71.3
16.0,3,1,3,1,1,22.0,30.0,12.6,35.0,6.0,4.0,1.0,63.7,0.861,1.0,75.7
16.0,2,1,1,0,0,42.0,32.0,13.9,37.0,6.0,0.0,1.0,82.0,0.964,1.0,96.7
28.0,2,0,2,2,1,25.0,14.0,9.1,29.0,7.0,2.0,2.0,72.7,0.799,0.0,54.9
26.0,2,1,2,0,4,31.0,29.0,17.3,48.0,5.0,4.0,3.5,49.7,0.91,1.0,85.4
20.0,1,1,2,2,3,47.0,18.0,5.1,37.0,5.0,6.0,1.0,70.6,0.869,0.0,62.6
25.0,3,1,3,1,1,16.0,15.0,4.9,10.0,6.0,4.0,0.0,62.4,0.867,0.0,59.2
30.0,2,2,3,0,1,20.0,9.0,14.2,11.0,3.0,5.0,3.0,83.4,0.881,0.0,91.4
25.0,3,1,2,2,4,21.0,9.0,9.6,22.0,7.0,6.0,2.0,58.1,0.855,0.0,71.5
22.0,2,2,2,0,3,50.0,7.0,12.7,0.0,4.0,5.0,3.0,71.4,1.0,0.0,71.2
24.0,2,0,1,1,2,31.0,11.0,7.4,20.0,5.0,2.0,3.0,64.0,0.844,1.0,82.3
21.0,3,1,2,0,1,32.0,10.0,19.0,0.0,6.0,2.0,1.0,72.5,0.738,0.0,58.5
16.0,1,1,2,2,1,35.0,11.0,23.5,11.0,6.0,5.0,2.0,88.5,0.691,0.0,73.3
20.0,2,0,2,2,0,5.0,11.0,24.4,29.0,4.0,4.0,2.0,69.5,0.828,0.0,68.4
21.0,1,0,0,2,4,43.0,11.0,22.3,5.0,8.0,3.0,0.0,88.2,1.0,1.0,100.0
24.0,0,1,2,1,1,26.0,6.0,16.6,12.0,11.0,2.0,1.0,50.3,0.795,0.0,55.7
29.0,0,0,3,2,3,36.0,10.0,16.1,11.0,6.0,5.0,2.0,72.6,0.856,1.0,76.8
24.0,3,1,2,2,3,31.0,3.0,25.1,11.0,2.0,6.0,0.0,58.5,0.903,0.0,75.7
30.0,1,0,1,1,3,18.0,13.0,18.4,4.0,4.0,4.0,0.0,48.1,0.947,0.0,52.7
19.0,1,0,0,1,2,5.0,14.0,35.0,12.0,7.0,6.0,2.0,73.4,0.586,1.0,89.7
23.0,2,1,2,1,1,36.0,20.0,9.8,21.0,7.0,6.0,0.0,69.0,0.613,0.0,61.9
23.0,1,0,3,1,1,13.0,29.0,11.6,37.0,8.0,3.0,2.0,65.8,0.953,0.0,97.1
23.0,3,1,0,1,1,29.0,16.0,14.3,31.0,2.0,2.0,1.0,60.2,0.728,0.0,59.4
33.0,3,0,0,2,2,32.0,6.0,24.4,4.0,8.0,7.0,1.0,61.3,0.8,0.0,65.1
16.0,1,1,2,2,0,48.0,22.0,9.0,28.0,8.0,2.0,2.0,61.7,0.766,0.0,66.0
24.0,0,0,1,2,1,51.0,20.0,6.1,35.0,8.0,5.0,2.0,65.9,0.909,0.0,60.7
19.0,2,0,1,1,3,27.0,19.0,7.8,17.0,6.0,2.0,0.0,62.9,0.966,0.0,60.3
25.0,2,0,2,1,3,4.0,9.0,14.8,13.0,5.0,9.5,1.0,68.0,0.644,0.0,70.1
16.0,1,1,2,0,0,22.0,22.0,13.1,16.0,7.0,3.0,0.0,76.9,0.762,0.0,74.7
16.0,3,1,2,1,1,33.0,24.0,6.8,18.0,9.0,4.0,0.0,63.7,0.891,0.0,60.0
30.0,2,0,1,2,4,12.0,18.0,8.6,30.0,5.0,1.0,2.0,57.1,0.757,0.0,60.1
25.0,1,1,2,1,1,15.0,31.0,17.4,30.0,11.0,3.0,1.0,77.1,0.924,1.0,87.1
20.0,2,0,3,2,4,13.0,45.0,13.3,28.0,6.0,5.0,1.0,66.8,0.951,1.0,66.4
18.0,2,0,2,2,1,39.0,11.0,5.9,5.0,5.0,8.0,2.0,74.5,0.73,1.0,91.5
27.0,2,1,1,1,2,38.0,15.0,27.2,29.0,15.0,3.0,1.0,40.4,0.803,0.0,45.8
27.0,2,0,2,1,0,7.0,12.0,15.9,21.0,7.0,6.0,2.0,79.5,0.801,1.0,95.0
31.0,3,1,3,1,1,13.0,16.0,13.5,16.0,3.0,1.0,2.0,59.9,0.799,0.0,57.9
22.0,1,0,2,2,0,30.0,10.0,18.9,17.0,5.0,5.0,2.0,33.5,0.567,0.0,54.6
18.0,2,1,1,0,0,48.0,12.0,21.5,15.0,4.0,6.0,2.0,72.4,0.702,0.0,73.1
17.0,4,0,0,0,4,10.0,20.0,22.3,31.0,8.0,4.0,1.0,62.5,0.709,0.0,68.1
20.0,1,1,2,2,4,40.0,5.0,12.2,21.0,10.0,0.0,0.0,82.5,0.584,0.0,58.7
25.0,2,1,2,1,1,22.0,9.0,32.6,30.0,4.0,6.0,0.0,67.9,0.672,0.0,75.6
18.0,2,0,2,1,4,1.0,8.0,10.5,15.0,4.0,1.0,1.0,53.9,0.953,0.0,66.2
21.0,0,0,2,2,0,23.0,11.0,27.6,18.0,6.0,4.0,1.0,49.0,0.757,0.0,74.4
19.0,1,1,3,1,0,48.0,10.0,26.3,21.0,7.0,4.0,3.0,50.0,0.754,0.0,70.6
36.0,2,1,2,1,4,41.0,19.0,43.0625,32.0,7.0,3.0,0.0,49.7,0.884,1.0,78.5
22.0,2,1,0,2,3,2.0,21.0,11.2,24.0,9.0,5.0,2.0,61.3,0.777,0.0,74.1
27.0,0,2,2,1,4,51.0,13.0,8.6,18.0,8.0,3.0,1.0,50.0,0.948,1.0,81.9
38.0,2,1,3,1,0,28.0,11.0,5.5,16.0,4.0,3.0,2.0,84.0,0.5135000000000001,1.0,78.7
35.0,3,1,1,2,1,15.0,21.0,13.1,2.0,6.0,4.0,1.0,68.7,1.0,1.0,87.0
34.0,3,1,3,1,3,40.0,18.0,12.2,19.0,3.0,5.0,2.0,44.0,0.696,0.0,41.3
16.0,3,1,2,2,1,8.0,18.0,18.5,24.0,8.0,1.0,3.0,52.3,0.767,0.0,60.8
23.0,3,1,3,2,1,46.0,9.0,6.3,22.0,6.0,3.0,1.0,60.7,0.726,0.0,49.8
28.0,2,0,1,2,2,35.0,41.0,43.0625,47.0,8.0,5.0,1.0,97.7,0.975,1.0,100.0
26.0,3,0,2,2,3,50.0,24.0,14.0,17.0,4.0,4.0,2.0,78.8,0.715,0.0,58.8
35.0,0,0,1,0,3,24.0,8.0,20.0,11.0,7.0,3.0,1.0,66.6,0.967,0.0,82.2
22.0,1,0,0,0,1,36.0,37.0,2.7,58.0,7.0,4.0,3.0,62.9,1.0,0.0,73.3
34.0,2,1,2,1,1,49.0,12.0,33.4,15.0,3.0,7.0,1.0,72.4,1.0,0.0,79.3
16.0,3,0,1,2,0,46.0,12.0,14.4,14.0,10.0,1.0,3.5,80.0,0.939,1.0,76.1
29.0,2,0,2,0,1,51.0,29.0,18.1,34.0,10.0,8.0,1.0,71.6,0.722,0.0,75.7
27.0,2,1,0,1,3,31.0,8.0,14.1,26.0,2.0,5.0,1.0,66.8,0.855,0.0,77.3
21.0,2,1,3,0,1,7.0,46.0,19.9,68.0,12.0,4.0,1.0,50.1,0.899,0.0,68.0
16.0,2,1,2,2,4,10.0,16.0,15.9,24.0,8.0,5.0,3.5,47.7,0.858,0.0,72.2
28.0,3,0,1,0,2,22.0,32.0,15.4,48.0,13.0,4.0,1.0,73.7,0.845,0.0,75.0
35.0,0,1,2,2,4,8.0,20.0,7.9,14.0,10.0,1.0,1.0,50.4,0.855,0.0,61.9
26.0,2,0,1,2,4,43.0,19.0,33.5,20.0,3.0,3.0,1.0,59.6,0.736,0.0,71.5
20.0,1,0,3,0,1,28.0,28.0,7.1,57.0,7.0,3.0,2.0,45.6,0.887,0.0,51.8
35.0,2,1,1,1,3,14.0,13.0,9.4,27.0,13.0,1.0,3.5,70.3,0.971,0.0,70.0
19.0,2,0,2,2,1,30.0,31.0,27.3,22.0,9.0,6.0,3.0,41.7,0.757,1.0,76.2
27.0,2,1,1,1,0,39.0,13.0,14.8,22.0,6.0,4.0,1.0,82.3,0.747,0.0,69.7
27.0,0,0,2,2,0,49.0,19.0,29.5,31.0,5.0,5.0,1.0,75.4,0.773,0.0,85.8
31.0,3,1,1,0,0,19.0,13.0,39.7,26.0,5.0,2.0,1.0,54.5,0.785,0.0,67.1
20.0,2,0,0,0,1,25.0,30.0,10.5,63.0,9.0,5.0,0.0,55.2,0.801,0.0,59.5
21.0,2,0,0,1,4,6.0,7.0,22.7,0.0,6.0,5.0,0.0,94.6,0.98,1.0,100.0
16.0,2,0,1,1,1,43.0,27.0,14.9,31.0,9.0,4.0,2.0,76.6,0.912,0.0,65.4
24.0,2,1,0,1,0,25.0,12.0,16.9,8.0,10.0,6.0,0.0,64.6,1.0,0.0,79.9
16.0,3,0,3,1,4,12.0,30.0,15.6,22.0,6.0,3.0,1.0,59.0,0.904,0.0,59.9
18.0,2,0,3,2,2,14.0,12.0,7.5,24.0,5.0,5.0,0.0,51.3,0.761,0.0,63.3
35.0,2,0,3,2,0,1.0,20.0,4.0,21.0,13.0,2.0,1.0,58.4,1.0,1.0,65.1
30.0,1,1,2,0,1,1.0,8.0,22.4,17.0,5.0,3.0,1.0,67.3,0.744,0.0,78.3
27.0,1,1,2,1,1,40.0,11.0,43.0625,26.0,7.0,5.0,2.0,90.6,0.845,1.0,98.2
33.0,3,1,2,2,4,40.0,18.0,13.3,20.0,8.0,5.0,1.0,62.4,0.882,0.0,74.2
31.0,2,1,2,2,3,35.0,22.0,16.8,17.0,6.0,6.0,0.0,71.5,0.968,0.0,71.1
26.0,1,0,2,2,3,11.0,16.0,13.8,16.0,10.0,3.0,1.0,56.8,0.597,0.0,62.0
27.0,2,1,2,2,4,52.0,33.0,24.9,47.0,7.0,5.0,3.0,89.9,1.0,1.0,100.0
28.0,2,1,2,2,1,52.0,23.0,6.3,21.0,4.0,6.0,3.0,81.5,0.98,0.0,62.4
22.0,0,1,1,0,1,10.0,34.0,26.8,21.0,8.0,6.0,0.0,85.9,0.933,0.0,85.4
25.0,0,1,2,2,1,21.0,19.0,23.6,22.0,7.0,5.0,3.5,56.8,0.919,1.0,85.9
30.0,3,1,2,1,1,29.0,14.0,26.1,16.0,7.0,4.0,2.0,81.3,1.0,1.0,97.7
28.0,1,0,0,1,1,18.0,13.0,2.6,11.0,11.0,2.0,0.0,69.6,0.5135000000000001,0.0,45.8
21.0,3,0,1,2,1,44.0,13.0,16.9,10.0,7.0,4.0,3.0,85.7,0.938,1.0,92.5
19.0,1,0,2,1,0,22.0,10.0,30.7,13.0,10.0,2.0,3.0,75.2,0.762,0.0,67.3
18.0,0,0,2,2,0,14.0,14.0,22.8,19.0,5.0,3.0,1.0,30.7,0.727,0.0,57.4
23.0,4,1,2,0,2,19.0,4.0,27.4,15.0,6.0,5.0,2.0,93.5,0.791,0.0,87.8
31.0,2,0,0,1,0,44.0,29.0,24.9,48.0,8.0,7.0,1.0,53.1,0.864,0.0,74.4
23.0,1,0,0,1,3,39.0,46.0,14.2,68.0,13.0,4.0,0.0,68.4,1.0,0.0,65.2
34.0,2,1,2,2,4,3.0,9.0,7.3,22.0,7.0,1.0,3.0,80.2,0.856,0.0,64.9
26.0,1,0,2,2,2,5.0,24.0,6.8,0.0,5.0,2.0,0.0,53.3,0.615,0.0,49.6
35.0,2,1,1,0,1,24.0,23.0,11.2,27.0,8.0,4.0,3.0,37.7,0.917,0.0,59.7
25.0,2,0,2,1,1,47.0,20.0,18.1,34.0,9.0,4.0,1.0,64.5,0.921,1.0,89.7
17.0,2,1,0,0,1,49.0,25.0,26.9,35.0,8.0,7.0,0.0,68.2,0.86,0.0,70.0
17.0,1,1,1,2,0,40.0,30.0,27.7,47.0,10.0,4.0,2.0,64.1,0.615,0.0,64.8
27.0,1,2,1,1,2,6.0,25.0,21.3,10.0,8.0,6.0,2.0,63.8,0.82,0.0,75.1
20.0,2,0,2,2,1,10.0,13.0,18.1,24.0,11.0,4.0,1.0,54.7,0.891,0.0,65.1
27.0,1,0,2,1,0,45.0,11.0,31.1,21.0,4.0,7.0,2.0,63.1,0.712,0.0,79.3
27.0,3,1,0,0,2,16.0,30.0,15.4,61.0,8.0,3.0,2.0,68.2,1.0,0.0,80.0
26.0,1,1,2,1,0,46.0,10.0,7.6,10.0,4.0,1.0,3.5,59.2,0.884,0.0,63.8
19.0,2,0,1,1,2,24.0,12.0,25.8,9.0,8.0,7.0,3.0,65.9,0.905,0.0,81.6
20.0,1,1,3,1,1,28.0,7.0,32.6,9.0,5.0,6.0,0.0,76.9,0.864,1.0,96.8
26.0,1,0,2,2,3,11.0,19.0,14.3,17.0,4.0,3.0,1.0,58.3,0.682,0.0,56.4
26.0,3,1,2,1,4,45.0,22.0,26.6,33.0,7.0,3.0,0.0,74.4,0.813,0.0,77.0
30.0,3,1,3,0,0,37.0,18.0,19.1,38.0,7.0,2.0,2.0,100.0,0.833,0.0,71.9
24.0,0,1,2,2,3,36.0,19.0,13.0,21.0,4.0,5.0,3.0,62.4,0.727,0.0,68.8
30.0,1,1,0,0,1,41.0,16.0,18.8,21.0,6.0,4.0,2.0,96.3,0.903,1.0,95.3
31.0,2,1,2,2,3,15.0,46.0,35.2,68.0,15.0,9.5,2.0,78.2,1.0,1.0,100.0
16.0,2,1,2,2,0,10.0,6.0,15.7,14.0,7.0,1.0,1.0,79.1,0.916,1.0,76.7
22.0,2,1,3,2,1,38.0,17.0,22.5,15.0,10.0,5.0,1.0,100.0,0.893,1.0,100.0
28.0,1,0,1,0,3,17.0,30.0,31.9,33.0,6.0,4.0,0.0,90.6,0.914,1.0,85.9
34.0,0,2,2,2,0,46.0,17.0,6.5,15.0,10.0,5.0,1.0,70.5,0.882,0.0,61.1
26.0,2,1,2,2,4,8.0,14.0,25.2,25.0,7.0,5.0,3.0,65.1,0.796,0.0,76.6
24.0,0,1,2,0,2,51.0,20.0,11.6,54.0,8.0,3.0,1.0,95.8,0.981,1.0,100.0
30.0,3,1,1,1,0,33.0,20.0,22.2,15.0,4.0,4.0,0.0,61.3,0.876,0.0,65.6
26.0,3,1,2,2,4,45.0,19.0,33.8,24.0,7.0,5.0,1.0,81.1,0.983,0.0,74.0
25.0,2,1,2,2,1,30.0,35.0,22.0,55.0,8.0,4.0,2.0,50.0,0.898,0.0,68.3
17.0,1,1,2,0,0,7.0,23.0,3.3,26.0,7.0,5.0,1.0,57.4,0.841,0.0,63.0
23.0,3,1,3,0,4,1.0,7.0,12.3,5.0,7.0,3.0,1.0,59.0,0.857,0.0,60.7
19.0,2,1,2,1,4,49.0,12.0,33.2,16.0,7.0,5.0,0.0,56.0,0.913,1.0,84.6
27.0,3,0,3,1,2,39.0,24.0,7.2,42.0,8.0,6.0,1.0,66.9,0.928,1.0,72.5
25.0,2,1,0,1,2,31.0,10.0,5.2,0.0,3.0,3.0,2.0,69.0,0.547,0.0,53.3
20.0,0,0,0,1,4,49.0,15.0,12.3,18.0,7.0,3.0,0.0,66.8,1.0,1.0,76.5
23.0,3,1,2,1,0,21.0,3.0,8.7,0.0,9.0,4.0,3.0,67.0,0.836,0.0,63.2
31.0,1,1,3,1,3,41.0,18.0,23.0,26.0,11.0,7.0,1.0,58.8,0.817,0.0,62.4
22.0,0,0,2,2,3,1.0,18.0,19.0,5.0,9.0,7.0,0.0,69.8,0.86,1.0,78.9
24.0,2,1,2,0,4,4.0,18.0,31.2,22.0,6.0,5.0,0.0,67.4,0.934,1.0,86.7
27.0,2,1,0,1,4,15.0,16.0,32.9,35.0,5.0,5.0,0.0,66.9,0.848,0.0,72.0
25.0,2,0,2,1,0,12.0,29.0,25.6,46.0,7.0,6.0,3.5,76.1,0.945,0.0,71.6
34.0,1,1,2,0,0,7.0,19.0,19.8,15.0,6.0,2.0,0.0,80.9,0.906,1.0,79.4
32.0,0,1,2,2,0,17.0,5.0,16.6,3.0,6.0,6.0,2.0,57.5,0.756,0.0,76.1
29.0,1,1,2,1,1,14.0,32.0,14.1,46.0,7.0,3.0,0.0,63.6,0.835,1.0,71.8
24.0,2,2,3,2,1,4.0,15.0,7.0,26.0,6.0,7.0,1.0,75.8,0.89,1.0,98.3
25.0,1,2,3,2,1,38.0,9.0,34.2,24.0,7.0,4.0,2.0,77.8,0.769,1.0,98.8
28.0,3,1,2,1,2,30.0,11.0,31.4,16.0,3.0,6.0,2.0,70.0,0.701,0.0,78.0
21.0,0,0,2,2,4,51.0,17.0,26.3,8.0,9.0,7.0,1.0,52.0,0.739,0.0,71.6
24.0,1,0,2,0,1,46.0,17.0,12.0,35.0,8.0,4.0,2.0,66.9,0.768,0.0,67.0
29.0,2,1,2,2,0,36.0,19.0,18.5,11.0,7.0,1.0,2.0,94.1,0.923,1.0,88.2
16.0,2,0,2,1,4,2.0,16.0,13.4,18.0,7.0,4.0,1.0,56.3,0.727,0.0,71.2
18.0,3,1,1,1,0,24.0,10.0,7.9,9.0,3.0,4.0,2.0,58.2,0.941,0.0,74.0
16.0,2,1,1,1,3,41.0,17.0,16.4,20.0,7.0,1.0,1.0,66.9,0.896,0.0,66.0
25.0,2,1,0,0,1,30.0,21.0,11.3,32.0,7.0,3.0,0.0,62.9,0.888,0.0,67.1
23.0,0,0,2,1,4,8.0,43.0,15.6,68.0,6.0,3.0,1.0,77.7,0.972,1.0,95.9
24.0,2,0,3,1,3,17.0,40.0,30.2,46.0,12.0,2.0,1.0,66.7,0.977,0.0,72.0
26.0,2,1,3,2,3,43.0,16.0,24.5,1.0,5.0,5.0,0.0,70.4,0.667,0.0,72.0
30.0,1,0,2,1,1,7.0,13.0,9.2,15.0,13.0,4.0,3.0,65.1,0.855,0.0,71.9
22.0,1,0,1,1,1,22.0,17.0,32.1,18.0,11.0,7.0,0.0,60.8,0.855,0.0,68.5
36.0,2,1,1,2,1,36.0,24.0,12.2,25.0,5.0,4.0,0.0,61.3,0.816,1.0,76.0
30.0,3,0,3,0,4,7.0,34.0,37.7,45.0,6.0,5.0,2.0,38.6,0.982,1.0,83.2
37.0,2,0,2,1,2,11.0,9.0,12.2,8.0,4.0,3.0,0.0,65.6,0.753,0.0,59.1
24.0,1,0,0,2,2,15.0,5.0,37.6,12.0,9.0,4.0,1.0,71.9,0.72,0.0,70.1
31.0,2,0,3,0,2,35.0,5.0,26.3,10.0,9.0,8.0,3.0,67.1,0.884,1.0,88.1
17.0,1,1,0,2,3,32.0,13.0,2.1,15.0,8.0,2.0,0.0,65.1,0.638,0.0,55.7
22.0,2,1,1,0,1,35.0,14.0,7.7,14.0,6.0,2.0,0.0,85.0,0.942,1.0,76.9
33.0,3,1,2,1,0,20.0,21.0,18.5,46.0,3.0,1.0,3.0,59.4,0.888,0.0,76.2
20.0,3,1,0,1,4,5.0,20.0,5.1,26.0,9.0,4.0,2.0,82.4,0.893,0.0,74.0
26.0,0,1,1,2,1,28.0,32.0,23.1,68.0,10.0,3.0,1.0,49.0,0.887,0.0,74.5
19.0,2,1,2,1,4,21.0,36.0,5.1,33.0,12.0,3.0,2.0,84.4,1.0,1.0,94.9
29.0,1,1,3,1,0,36.0,20.0,33.9,21.0,9.0,5.0,2.0,71.0,0.999,1.0,92.0
16.0,4,0,0,2,1,13.0,15.0,23.4,38.0,7.0,5.0,1.0,73.5,0.835,0.0,80.7
26.0,4,0,3,2,4,8.0,13.0,22.4,16.0,8.0,9.0,1.0,53.4,0.725,0.0,78.5
29.0,1,1,2,2,4,48.0,28.0,43.0625,40.0,9.0,4.0,3.5,57.0,0.996,1.0,89.3
21.0,1,1,2,1,1,30.0,24.0,25.0,32.0,4.0,5.0,3.0,65.2,0.679,0.0,81.9
27.0,2,1,0,0,4,15.0,7.0,5.7,9.0,7.0,3.0,1.0,61.1,0.917,0.0,66.9
36.0,1,1,2,2,3,42.0,20.0,14.8,27.0,10.0,3.0,2.0,91.0,0.773,0.0,76.9
17.0,2,0,3,0,0,31.0,4.0,23.8,0.0,10.0,6.0,1.0,60.3,0.803,0.0,70.4
23.0,2,0,0,1,2,29.0,11.0,10.9,6.0,5.0,4.0,2.0,60.3,0.8,0.0,69.5
20.0,1,1,3,1,4,6.0,10.0,5.2,5.0,4.0,4.0,1.0,58.6,0.876,0.0,59.6
